"Word","POS","Sense","Lem","Stem","Frequency","Class","Notes"
"francisco","NNP","None","francisco","francisco", 224
"desired","NNP","None","desired","desir", 224
"based","VBN","free-base.v.01","based","base", 223
"way","NN","way.n.11","way","way", 223
"product","NN","intersection.n.04","product","product", 222
"work","NN","workplace.n.01","work","work", 221
"position","NN","status.n.01","position","posit", 219
"experience","NN","experience.n.01","experience","experi", 219
"global","JJ","None","global","global", 219
"competitive","JJ","competitive.a.01","competitive","competit", 219
"solutions","NNS","solution.n.05","solution","solut", 218
"engineer","NNP","engineer.n.01","engineer","engin", 218
"jenkins","NNP","None","jenkins","jenkin", 216
"within","IN","inside.r.02","within","within", 214
"technologies","NNS","engineering.n.02","technology","technolog", 213
"processes","NNS","summons.n.03","process","process", 212
"able","JJ","able.a.01","able","abl", 212
"multiple","JJ","multiple.a.01","multiple","multipl", 204
"business","NN","occupation.n.01","business","busi", 201
"'s","VBZ","None","'s","'s", 199
"disability","NN","disability.n.01","disability","disabl", 198
"system","NN","system.n.08","system","system", 197
"users","NNS","user.n.01","user","user", 197
"5+","CD","None","5+","5+", 196
"scalable","JJ","scalable.a.01","scalable","scalabl", 195
"technical","JJ","technical.a.02","technical","technic", 195
"google","NNP","google.n.01","google","googl", 192
"working","VBG","work.v.27","working","work", 192
"complex","JJ","complex.a.01","complex","complex", 190
"building","NN","building.n.04","building","build", 190
"like","IN","wish.v.02","like","like", 189
"time","NN","time.n.02","time","time", 187
"great","JJ","None","great","great", 187
"expertise","NN","expertness.n.01","expertise","expertis", 186
"git","NNP","rotter.n.01","git","git", 185
"architecture","NN","computer_architecture.n.02","architecture","architectur", 184
"build","VB","construct.v.01","build","build", 184
"least","JJS","least.a.01","least","least", 184
"improve","VB","better.v.02","improve","improv", 182
"big","JJ","large.a.01","big","big", 181
"technology","NN","engineering.n.02","technology","technolog", 179
"data","NNS","data.n.01","data","data", 177
"engineering","NN","engineering.n.02","engineering","engin", 175
"applicants","NNS","applicant.n.01","applicant","applic", 175
"ensure","VB","see.v.10","ensure","ensur", 174
"plus","NN","asset.n.01","plus","plu", 173
"project","NN","undertaking.n.01","project","project", 173
"best","JJS","best.a.01","best","best", 172
"web","NN","world_wide_web.n.01","web","web", 170
"internal","JJ","internal.a.01","internal","intern", 168
"azure","NNP","azure.n.01","azure","azur", 168
"must","MD","mustiness.n.01","must","must", 168
"practices","NNS","practice.n.05","practice","practic", 167
"us","PRP","uranium.n.01","u","us", 166
"requirements","NNS","requirement.n.01","requirements","requir", 166
"performance","NN","performance.n.03","performance","perform", 166
"engineering","NN","engineering.n.03","engineering","engin", 165
"across","IN","across.r.01","across","across", 164
"design","NN","purpose.n.01","design","design", 164
"closely","RB","closely.r.03","closely","close", 163
"developers","NNS","developer.n.02","developer","develop", 163
"hands-on","JJ","None","hands-on","hands-on", 163
"administration","NN","presidency.n.01","administration","administr", 162
"performance","NN","performance.n.04","performance","perform", 161
"highly","RB","highly.r.03","highly","highli", 161
"health","NNP","health.n.02","health","health", 159
"build","VB","build.v.06","build","build", 158
"applications","NNS","lotion.n.02","application","applic", 157
"solutions","NNS","solution.n.02","solution","solut", 157
"building","VBG","build.v.07","building","build", 157
"engineering","NNP","technology.n.01","engineering","engin", 157
"next","JJ","None","next","next", 157
"mobile","JJ","mobile.a.02","mobile","mobil", 156
"equivalent","JJ","None","equivalent","equival", 155
"required","VBN","want.v.02","required","requir", 155
"employees","NNS","employee.n.01","employee","employe", 154
"platforms","NNS","platform.n.03","platform","platform", 154
"available","JJ","available.a.01","available","avail", 153
"information","NN","information.n.05","information","inform", 153
"products","NNS","intersection.n.04","product","product", 152
"maintain","VB","keep.v.20","maintain","maintain", 152
"requirements","NNS","requirement.n.01","requirement","requir", 152
"develop","NNP","None","develop","develop", 152
"small","JJ","small.a.01","small","small", 152
"perl","NNP","None","perl","perl", 151
"bs","NNP","boron.n.01","bs","bs", 151
"gender","NN","gender.n.01","gender","gender", 151
"kubernetes","NNP","None","kubernetes","kubernet", 149
"one","CD","one.s.03","one","one", 149
"without","IN","None","without","without", 149
"people","NNS","people.n.03","people","peopl", 149
"well","RB","well.r.01","well","well", 148
"product","NN","product.n.05","product","product", 145
"learn","VB","memorize.v.01","learn","learn", 145
"software","NNP","software.n.01","software","softwar", 144
"health","NN","health.n.02","health","health", 144
"industry","NN","industry.n.02","industry","industri", 144
"looking","VBG","expect.v.03","looking","look", 144
"java","NNP","java.n.01","java","java", 144
"join","VB","join.v.03","join","join", 143
"java","NNP","java.n.03","java","java", 143
"process","NN","summons.n.03","process","process", 142
"management","NNP","management.n.02","management","manag", 142
"ability","NN","ability.n.01","ability","abil", 142
"equal","JJ","adequate.a.01","equal","equal", 142
"needs","NNS","motivation.n.01","need","need", 141
"network","NN","network.n.05","network","network", 141
"would","MD","None","would","would", 141
"open","JJ","overt.a.01","open","open", 140
"automation","NN","automation.n.02","automation","autom", 140
"develop","VB","grow.v.08","develop","develop", 140
"good","JJ","good.a.03","good","good", 140
"unix","NNP","unix.n.01","unix","unix", 139
"innovative","JJ","None","innovative","innov", 136
"medical","NNP","checkup.n.01","medical","medic", 136
"related","VBN","relate.v.05","related","relat", 135
"benefits","NNS","benefit.n.03","benefits","benefit", 135
"related","JJ","related.a.02","related","relat", 134
"application","NN","lotion.n.02","application","applic", 134
"candidate","NN","candidate.n.02","candidate","candid", 133
"company","NN","party.n.03","company","compani", 133
"systems","NNS","system.n.07","system","system", 133
"applications","NNS","application.n.01","application","applic", 133
"api","NNP","None","api","api", 133
"religion","NN","religion.n.02","religion","religion", 132
"automating","VBG","automatize.v.02","automating","autom", 131
"senior","NNP","elder.n.01","senior","senior", 131
"apply","VB","put_on.v.07","apply","appli", 129
"saas","NNP","None","saas","saa", 129
"automate","VB","automatize.v.02","automate","autom", 129
"day","NN","sidereal_day.n.01","day","day", 129
"test","NN","test.n.06","test","test", 129
"configuration","NN","configuration.n.01","configuration","configur", 128
"3+","CD","None","3+","3+", 127
"culture","NN","culture.n.06","culture","cultur", 127
"hardware","NN","hardware.n.03","hardware","hardwar", 127
"application","NN","application.n.04","application","applic", 126
"role","NN","role.n.04","role","role", 126
"key","JJ","None","key","key", 125
"e.g","NN","None","e.g","e.g", 125
"jenkins","NNS","None","jenkins","jenkin", 124
"familiarity","NN","familiarity.n.05","familiarity","familiar", 123
"growing","VBG","grow.v.08","growing","grow", 123
"problems","NNS","problem.n.01","problem","problem", 123
"apis","NNP","apis.n.01","apis","api", 122
"automation","NN","automation.n.01","automation","autom", 122
"work","VB","work.v.01","work","work", 121
"availability","NN","handiness.n.02","availability","avail", 121
"data","NNP","datum.n.01","data","data", 121
"languages","NNS","terminology.n.01","language","languag", 121
"create","VB","produce.v.02","create","creat", 120
"written","VBN","publish.v.03","written","written", 120
"quickly","RB","quickly.r.01","quickly","quickli", 120
"flexible","JJ","flexible.a.02","flexible","flexibl", 120
"implementation","NN","implementation.n.02","implementation","implement", 120
"salary","NN","wage.n.01","salary","salari", 119
"vision","NN","imagination.n.01","vision","vision", 119
"401k","CD","None","401k","401k", 119
"troubleshooting","VBG","trouble-shoot.v.01","troubleshooting","troubleshoot", 118
"applications","NNS","application.n.04","application","applic", 117
"current","JJ","current.a.01","current","current", 117
"ca","NNP","california.n.01","ca","ca", 116
"solid","JJ","solid.a.03","solid","solid", 116
"ideal","JJ","ideal.a.03","ideal","ideal", 116
"degree","NN","degree.n.02","degree","degre", 116
"bash","NNP","knock.n.03","bash","bash", 116
"every","DT","every.s.02","every","everi", 116
"web","JJ","None","web","web", 116
"management","NN","management.n.01","management","manag", 115
"industry","NN","industry.n.01","industry","industri", 115
"hadoop","NNP","None","hadoop","hadoop", 115
"plus","JJ","plus.a.01","plus","plu", 115
"opportunities","NNS","opportunity.n.01","opportunity","opportun", 115
"origin","NN","origin.n.05","origin","origin", 115
"preferred","VBN","prefer.v.04","preferred","prefer", 115
"android","NNP","android.n.01","android","android", 114
"may","MD","whitethorn.n.01","may","may", 114
"employer","NN","employer.n.01","employer","employ", 113
"scripting","NN","None","scripting","script", 113
"background","NN","setting.n.02","background","background", 112
"agile","NNP","None","agile","agil", 112
"analytics","NNS","None","analytics","analyt", 112
"learning","NN","learning.n.01","learning","learn", 112
"products","NNS","product.n.05","product","product", 112
"enterprise","NN","enterprise.n.03","enterprise","enterpris", 111
"opportunity","NNP","opportunity.n.01","opportunity","opportun", 111
"skills","NNS","skill.n.02","skills","skill", 110
"delivery","NN","pitch.n.02","delivery","deliveri", 110
"medical","JJ","medical.a.02","medical","medic", 109
"401","CD","None","401","401", 109
"computer","NN","computer.n.01","computer","comput", 109
"join","VB","join.v.02","join","join", 109
"various","JJ","None","various","variou", 109
"engineer","NN","engineer.n.01","engineer","engin", 108
"highly","RB","highly.r.01","highly","highli", 108
"frameworks","NNS","model.n.01","framework","framework", 108
"age","NN","age.n.03","age","age", 108
"ansible","JJ","None","ansible","ansibl", 108
"integration","NNP","integration.n.03","integration","integr", 107
"relevant","JJ","relevant.a.01","relevant","relev", 107
"bachelor","NNP","knight_bachelor.n.01","bachelor","bachelor", 106
"part","NN","part.n.09","part","part", 106
"field","NN","field.n.13","field","field", 106
"web","NNP","world_wide_web.n.01","web","web", 106
"client","NN","node.n.08","client","client", 105
"systems","NNS","system.n.03","system","system", 105
"including","VBG","include.v.03","including","includ", 105
"c++","NNP","None","c++","c++", 105
"business","NN","commercial_enterprise.n.02","business","busi", 105
"companies","NNS","ship's_company.n.01","company","compani", 104
"employment","NN","employment.n.02","employment","employ", 104
"application","NN","application.n.01","application","applic", 103
"person","NN","person.n.03","person","person", 103
"mysql","NNP","None","mysql","mysql", 102
"using","VBG","use.v.06","using","use", 102
"veteran","NN","veteran.n.03","veteran","veteran", 102
"startup","NN","startup.n.01","startup","startup", 102
"existing","VBG","exist.v.02","existing","exist", 102
"systems","NNS","system.n.01","system","system", 101
"build","NNP","physique.n.01","build","build", 101
"others","NNS","None","others","other", 101
"successful","JJ","successful.a.01","successful","success", 101
"deep","JJ","deep.a.03","deep","deep", 100
"pipeline","NN","pipeline.n.02","pipeline","pipelin", 100
"database","NN","database.n.01","database","databas", 100
"must","NNP","mustiness.n.01","must","must", 100
"engineers","NNS","engineer.n.01","engineer","engin", 100
"openstack","NNP","None","openstack","openstack", 100
"sql","NNP","None","sql","sql", 100
"quality","NN","timbre.n.01","quality","qualiti", 99
"public","JJ","public.a.01","public","public", 99
"working","VBG","work.v.01","working","work", 99
"best","JJS","good.a.01","best","best", 99
"issues","NNS","issue.n.01","issue","issu", 98
"verbal","JJ","verbal.a.04","verbal","verbal", 98
"reliability","NN","dependability.n.01","reliability","reliabl", 98
"dental","NNP","alveolar_consonant.n.01","dental","dental", 98
"top","JJ","top.a.01","top","top", 97
"extensive","JJ","extensive.a.03","extensive","extens", 97
"networking","NN","None","networking","network", 97
"services","NNS","servicing.n.01","service","servic", 97
"want","VBP","want.v.03","want","want", 97
"community","NN","community.n.06","community","commun", 96
"collaboration","NN","collaboration.n.02","collaboration","collabor", 96
"virtualization","NN","None","virtualization","virtual", 95
"impact","NN","shock.n.02","impact","impact", 95
"development","NNP","growth.n.01","development","develop", 95
"proficiency","NN","proficiency.n.02","proficiency","profici", 94
"k","NN","thousand.n.01","k","k", 94
"collaborate","NN","None","collaborate","collabor", 93
"n't","RB","None","n't","n't", 93
"level","NN","level.n.05","level","level", 93
"deployments","NNS","deployment.n.01","deployment","deploy", 92
"comfortable","JJ","comfortable.a.02","comfortable","comfort", 92
"vmware","NNP","None","vmware","vmware", 92
"teams","NNS","team.n.01","team","team", 92
"salt","NNP","strategic_arms_limitation_talks.n.01","salt","salt", 91
"concepts","NNS","concept.n.01","concept","concept", 91
"commuter","NNP","commuter.n.02","commuter","commut", 91
"candidate","NN","campaigner.n.01","candidate","candid", 90
"developing","VBG","develop.v.19","developing","develop", 90
"monitoring","VBG","monitor.v.02","monitoring","monitor", 90
"provide","VB","leave.v.06","provide","provid", 90
"fast-paced","JJ","None","fast-paced","fast-pac", 89
"professional","JJ","professional.a.04","professional","profession", 89
"developing","VBG","grow.v.08","developing","develop", 89
"leader","NN","drawing_card.n.02","leader","leader", 89
"time","NNP","time.n.06","time","time", 89
"huge","JJ","None","huge","huge", 89
"release","NN","release.n.08","release","releas", 88
"identity","NN","identity.n.02","identity","ident", 88
"features","NNS","feature_of_speech.n.01","feature","featur", 88
"terraform","NNP","None","terraform","terraform", 87
"performance","NN","performance.n.02","performance","perform", 87
"effectively","RB","efficaciously.r.01","effectively","effect", 87
"us","PRP","uracil.n.01","u","us", 87
"big","NNP","None","big","big", 87
"2+","CD","None","2+","2+", 86
"world","NN","world.n.06","world","world", 86
"collaborative","JJ","None","collaborative","collabor", 86
"right","JJ","right.a.07","right","right", 86
"required","VBN","ask.v.04","required","requir", 85
"build","NN","physique.n.01","build","build", 85
"reliable","JJ","reliable.a.01","reliable","reliabl", 85
"infrastructure","NNP","infrastructure.n.02","infrastructure","infrastructur", 85
"across","IN","across.r.02","across","across", 85
"proficient","NN","None","proficient","profici", 85
"communication","NN","communication.n.02","communication","commun", 85
"rapidly","RB","quickly.r.01","rapidly","rapidli", 84
"ec2","NNP","None","ec2","ec2", 84
"make","VB","make.v.08","make","make", 84
"support","VB","hold.v.10","support","support", 84
"engineering","NNP","engineering.n.02","engineering","engin", 84
"operational","JJ","operational.a.03","operational","oper", 83
"distributed","VBN","distribute.v.08","distributed","distribut", 83
"dynamic","JJ","active.a.11","dynamic","dynam", 83
"manage","NN","None","manage","manag", 83
"daily","JJ","None","daily","daili", 83
"proud","JJ","proud.a.01","proud","proud", 83
"working","VBG","solve.v.01","working","work", 83
"programming","NN","scheduling.n.01","programming","program", 83
"language","NN","terminology.n.01","language","languag", 83
"design","NN","design.n.06","design","design", 83
"databases","NNS","database.n.01","database","databas", 82
"package","NN","software.n.01","package","packag", 82
"100","CD","hundred.s.01","100","100", 82
"employer","NNP","employer.n.01","employer","employ", 82
"one","CD","one.s.05","one","one", 82
"nosql","NNP","None","nosql","nosql", 82
"candidates","NNS","candidate.n.02","candidate","candid", 81
"unique","JJ","None","unique","uniqu", 81
"insurance","NNP","policy.n.03","insurance","insur", 81
"lead","JJ","None","lead","lead", 81
"valley","NNP","valley.n.01","valley","valley", 81
"location","NN","placement.n.03","location","locat", 80
"services","NNS","service.n.11","service","servic", 80
"nagios","NNP","None","nagios","nagio", 80
"system","NN","organization.n.05","system","system", 80
"paid","NNP","None","paid","paid", 80
"agile","NN","None","agile","agil", 80
"developer","NN","developer.n.02","developer","develop", 80
"equal","JJ","equal.a.01","equal","equal", 80
"pipelines","NNS","pipeline.n.02","pipeline","pipelin", 80
"full","NNP","full_moon.n.01","full","full", 79
"interested","JJ","interested.a.01","interested","interest", 79
"engineering","NNP","engineering.n.03","engineering","engin", 79
"description","NNP","description.n.03","description","descript", 79
"javascript","NNP","None","javascript","javascript", 79
"scalability","NN","scalability.n.01","scalability","scalabl", 79
"grow","VB","grow.v.08","grow","grow", 79
"talented","JJ","talented.a.01","talented","talent", 78
"drive","VB","tug.v.02","drive","drive", 78
"solve","VB","solve.v.01","solve","solv", 78
"today","NN","today.n.02","today","today", 78
"need","VBP","need.v.03","need","need", 78
"things","NNS","thing.n.12","thing","thing", 78
"sap","NNP","sap.n.01","sap","sap", 78
"full","JJ","full.a.05","full","full", 77
"production","NN","production.n.04","production","product", 77
"experienced","JJ","experienced.a.01","experienced","experienc", 77
"necessary","JJ","necessary.a.01","necessary","necessari", 77
"modern","JJ","modern.a.01","modern","modern", 77
"5","CD","five.n.01","5","5", 77
"sex","NN","sex.n.03","sex","sex", 77
"someone","NN","person.n.01","someone","someon", 77
"environment","NN","environment.n.01","environment","environ", 77
"qa","NNP","None","qa","qa", 77
"participate","VB","participate.v.01","participate","particip", 76
"new","NNP","None","new","new", 76
"growth","NN","growth.n.01","growth","growth", 76
"clients","NNS","node.n.08","client","client", 76
"race","NN","slipstream.n.01","race","race", 76
"silicon","NNP","silicon.n.01","silicon","silicon", 76
"expert","NN","expert.n.01","expert","expert", 75
"apps","NN","None","apps","app", 75
"sexual","JJ","sexual.a.01","sexual","sexual", 75
"individuals","NNS","person.n.01","individual","individu", 75
"career","NN","career.n.02","career","career", 75
"on-call","JJ","None","on-call","on-cal", 74
"currently","RB","presently.r.02","currently","current", 74
"together","RB","together.r.05","together","togeth", 74
"strategies","NNS","strategy.n.02","strategy","strategi", 74
"leading","VBG","conduct.v.02","leading","lead", 74
"pre-tax","JJ","None","pre-tax","pre-tax", 74
"account","NNP","score.n.05","account","account", 74
"functional","JJ","functional.a.03","functional","function", 74
"servers","NNS","server.n.03","server","server", 73
"documentation","NN","software_documentation.n.01","documentation","document", 73
"following","JJ","following.a.03","following","follow", 73
"help","VB","help.v.06","help","help", 73
"great","NNP","great.n.01","great","great", 73
"financial","JJ","fiscal.a.01","financial","financi", 73
"email","NN","electronic_mail.n.01","email","email", 73
"include","VBP","admit.v.03","include","includ", 73
"focus","NN","focus.n.07","focus","focu", 72
"everything","NN","None","everything","everyth", 72
"senior","NNP","senior.n.01","senior","senior", 72
"stock","NN","store.n.02","stock","stock", 72
"partner","NN","spouse.n.01","partner","partner", 72
"core","NN","core.n.10","core","core", 71
"practices","NNS","practice.n.04","practice","practic", 71
"research","NN","research.n.01","research","research", 71
"create","NNP","None","create","creat", 71
"preferred","JJ","None","preferred","prefer", 71
"supporting","VBG","support.v.09","supporting","support", 71
"implementing","VBG","enforce.v.01","implementing","implement", 71
"good","JJ","good.a.01","good","good", 70
"automated","JJ","None","automated","autom", 70
"plan","NN","plan.n.03","plan","plan", 70
"implement","JJ","None","implement","implement", 70
"based","VBN","establish.v.08","based","base", 70
"operational","JJ","operational.a.01","operational","oper", 70
"user","NN","user.n.01","user","user", 70
"creative","JJ","creative.a.01","creative","creativ", 70
"color","NN","coloring_material.n.01","color","color", 70
"organization","NN","organization.n.04","organization","organ", 69
"largest","JJS","large.a.01","largest","largest", 69
"analysis","NN","psychoanalysis.n.01","analysis","analysi", 69
"service","NN","service.n.11","service","servic", 69
"cross-functional","JJ","None","cross-functional","cross-funct", 69
"virtual","JJ","None","virtual","virtual", 69
"requirements","NNS","prerequisite.n.01","requirement","requir", 69
"stack","NN","smokestack.n.01","stack","stack", 69
"millions","NNS","million.n.01","million","million", 69
"leadership","NN","leadership.n.04","leadership","leadership", 69
"member","NN","member.n.04","member","member", 69
"sick","NNP","sick.n.01","sick","sick", 69
"maintaining","VBG","wield.v.01","maintaining","maintain", 68
"scale","NN","scale.n.03","scale","scale", 68
"minimum","JJ","minimal.a.01","minimum","minimum", 68
"subject","JJ","None","subject","subject", 68
"office","NN","office.n.05","office","offic", 68
"many","JJ","many.a.01","many","mani", 68
"eligibility","NN","eligibility.n.01","eligibility","elig", 68
"hsa","NNP","None","hsa","hsa", 68
"leave","NNP","leave.n.02","leave","leav", 68
"benefit","NNP","benefit.n.03","benefit","benefit", 68
"maintain","NN","None","maintain","maintain", 67
"network","NN","network.n.02","network","network", 67
"role","NNP","role.n.04","role","role", 67
"secure","NN","None","secure","secur", 67
"dental","JJ","dental.a.02","dental","dental", 67
"please","VB","please.v.02","please","pleas", 67
"solid","JJ","solid.a.02","solid","solid", 67
"4+","CD","None","4+","4+", 67
"3","CD","three.n.01","3","3", 67
"passion","NN","mania.n.01","passion","passion", 67
"building","VBG","construct.v.01","building","build", 67
"part","NN","part.n.10","part","part", 67
"digital","JJ","digital.a.03","digital","digit", 67
"distributed","JJ","distributed.a.01","distributed","distribut", 67
"equipment","NN","equipment.n.01","equipment","equip", 67
"solutions","NNS","solution.n.04","solution","solut", 67
"savings","NNPS","savings.n.01","savings","save", 67
"administration","NNP","presidency.n.01","administration","administr", 66
"systems","NNPS","system.n.08","systems","system", 66
"containers","NNS","container.n.01","container","contain", 66
"share","NN","share.n.02","share","share", 66
"science","NN","skill.n.02","science","scienc", 66
"national","JJ","national.a.06","national","nation", 66
"different","JJ","unlike.a.01","different","differ", 66
"education","NN","education.n.05","education","educ", 66
"website","NN","web_site.n.01","website","websit", 66
"one","CD","one.s.02","one","one", 66
"2","CD","two.n.01","2","2", 65
"marital","JJ","marital.a.01","marital","marit", 65
"advanced","JJ","None","advanced","advanc", 65
"future","JJ","future.a.04","future","futur", 65
"consideration","NN","consideration.n.04","consideration","consider", 65
"problem","NN","trouble.n.01","problem","problem", 64
"applications","NNS","application.n.07","application","applic", 64
"directly","RB","immediately.r.01","directly","directli", 64
"deploying","VBG","deploy.v.02","deploying","deploy", 64
"organizational","JJ","organizational.a.01","organizational","organiz", 64
"build","JJ","None","build","build", 64
"consumer","NN","consumer.n.01","consumer","consum", 64
"passionate","NN","None","passionate","passion", 64
"options","NNS","option.n.02","option","option", 64
"source","NN","reservoir.n.04","source","sourc", 63
"data","NN","datum.n.01","data","data", 63
"processing","NN","processing.n.01","processing","process", 63
"range","NN","scope.n.01","range","rang", 63
"server","NN","server.n.03","server","server", 63
"maintenance","NN","maintenance.n.05","maintenance","mainten", 63
"preferably","RB","preferably.r.01","preferably","prefer", 63
"go","NNP","go.n.04","go","go", 63
"splunk","NNP","None","splunk","splunk", 63
"tasks","NNS","job.n.02","task","task", 63
"end","NN","goal.n.01","end","end", 63
"overall","JJ","None","overall","overal", 63
"first","JJ","first.a.06","first","first", 62
"need","VBP","want.v.02","need","need", 62
"passionate","JJ","passionate.a.01","passionate","passion", 62
"line","NN","occupation.n.01","line","line", 62
"build","NNP","human_body.n.01","build","build", 62
"leverage","VB","leverage.v.02","leverage","leverag", 62
"additional","JJ","None","additional","addit", 62
"better","JJR","better.a.02","better","better", 62
"building","NN","building.n.01","building","build", 62
"ios","NN","io.n.02","ios","io", 62
"efficient","JJ","efficient.a.01","efficient","effici", 61
"growth","NN","increase.n.03","growth","growth", 61
"operations","NNP","operations.n.01","operations","oper", 61
"designing","VBG","design.v.06","designing","design", 61
"configuration","NNP","shape.n.01","configuration","configur", 61
"microsoft","NNP","None","microsoft","microsoft", 61
"deliver","VB","extradite.v.01","deliver","deliv", 61
"federal","JJ","federal.a.04","federal","feder", 61
"scale","VB","scale.v.08","scale","scale", 61
"upon","IN","None","upon","upon", 61
"effective","JJ","effective.a.01","effective","effect", 61
"tool","NN","tool.n.01","tool","tool", 61
"diverse","JJ","None","diverse","divers", 60
"like","IN","like.a.01","like","like", 60
"large-scale","JJ","None","large-scale","large-scal", 60
"best","JJS","good.a.03","best","best", 60
"ip","NNP","information_science.n.01","ip","ip", 60
"willingness","NN","willingness.n.01","willingness","willing", 60
"development","NNP","development.n.09","development","develop", 60
"qualified","VBD","stipulate.v.01","qualified","qualifi", 60
"running","VBG","run.v.11","running","run", 60
"united","NNP","None","united","unit", 60
"states","NNPS","department_of_state.n.01","states","state", 60
"physical","JJ","physical.a.02","physical","physic", 60
"hire","NN","hire.n.02","hire","hire", 60
"located","VBN","situate.v.01","located","locat", 60
